filename,source,file_type,year,topic_keyword,url,scrape_status,category
Rajbhasha%20Alok%202021.pdf,ICAR,PDF,Unknown,Rajbhasha%20Alok%202021,https://icar.org.in/sites/default/files/2022-12/Rajbhasha%20Alok%202021.pdf,✅,pdfs
Rajbhasha-Alok-2018%20%283%29.pdf,ICAR,PDF,Unknown,Rajbhasha-Alok-2018%20%283%29,https://icar.org.in/sites/default/files/2022-08/Rajbhasha-Alok-2018%20%283%29.pdf,✅,pdfs
RajbhashaAlok2017.pdf,ICAR,PDF,Unknown,RajbhashaAlok2017,https://icar.org.in/sites/default/files/2022-08/RajbhashaAlok2017.pdf,✅,pdfs
Report%20on%20PoshanMaah%202020_0.pdf,ICAR,PDF,Unknown,Report%20on%20PoshanMaah%202020 0,https://icar.org.in/sites/default/files/Circulars/Report%20on%20PoshanMaah%202020_0.pdf,✅,pdfs
Revised-ZoneDistrictVillage-details-Selected-year-2020-23.xlsx,DAFW,XLSX,Unknown,Revised-ZoneDistrictVillage-details-Selected-year-,https://desagri.gov.in/wp-content/uploads/2022/07/Revised-ZoneDistrictVillage-details-Selected-year-2020-23.xlsx,✅,excels
Revised_guidelinesATMA_2025.pdf,DAFW,PDF,Unknown,Revised guidelinesATMA 2025,https://agriwelfare.gov.in/Documents/Revised_guidelinesATMA_2025.pdf,✅,pdfs
sciencesAbstractsJul-Dec2013Vol.12No.2.pdf,ICAR,PDF,Unknown,sciencesAbstractsJul-Dec2013Vol,https://icar.org.in/sites/default/files/2022-04/sciencesAbstractsJul-Dec2013Vol.12No.2.pdf,✅,pdfs
SIA 2017 (Final)- web upload.pdf,DAFW,PDF,Unknown,SIA 2017 (Final)- web upload,https://agriwelfare.gov.in/Documents/SIA 2017 (Final)- web upload.pdf,✅,pdfs
Spread-of-New-Varieties-of-Hybrid-Rice-and-their-Impact-on-the-Overall-Production-and-Productivity-in-West-Bengal.pdf,DAFW,PDF,Unknown,Spread-of-New-Varieties-of-Hybrid-Rice-and-their-I,https://desagri.gov.in/wp-content/uploads/2024/03/Spread-of-New-Varieties-of-Hybrid-Rice-and-their-Impact-on-the-Overall-Production-and-Productivity-in-West-Bengal.pdf,✅,pdfs
State-Wise-Crop-Complex-Selection-2020-23.pdf,DAFW,PDF,Unknown,State-Wise-Crop-Complex-Selection-2020-23,https://desagri.gov.in/wp-content/uploads/2021/04/State-Wise-Crop-Complex-Selection-2020-23.pdf,✅ (cached),pdfs
State_of_Indian_Agriculture2017.pdf,DAFW,PDF,Unknown,State of Indian Agriculture2017,https://desagri.gov.in/wp-content/uploads/2021/04/State_of_Indian_Agriculture2017.pdf,✅,pdfs
Study-No.-41-NCU-Study-in-Bihar-FINAL-_28.01.17.pdf,DAFW,PDF,Unknown,Study-No,https://desagri.gov.in/wp-content/uploads/2024/03/Study-No.-41-NCU-Study-in-Bihar-FINAL-_28.01.17.pdf,✅,pdfs
Success Story _ 8_4.pdf,DAFW,PDF,Unknown,Success Story   8 4,https://agriwelfare.gov.in/Documents/Success Story _ 8_4.pdf,✅,pdfs
Success-Story-For-approval.pdf,DAFW,PDF,Unknown,Success-Story-For-approval,https://agriwelfare.gov.in/Documents/Success-Story-For-approval.pdf,✅,pdfs
Time-Series-1st-AE-2024-25-English.pdf,DAFW,PDF,Unknown,Time-Series-1st-AE-2024-25-English,https://desagri.gov.in/wp-content/uploads/2024/11/Time-Series-1st-AE-2024-25-English.pdf,✅,pdfs
Time-Series-2nd-AE-2024-25-Eng.pdf,DAFW,PDF,Unknown,Time-Series-2nd-AE-2024-25-Eng,https://desagri.gov.in/wp-content/uploads/2025/03/Time-Series-2nd-AE-2024-25-Eng.pdf,✅,pdfs
Time-Series-2nd-AE-2024-25-Hindi.pdf,DAFW,PDF,Unknown,Time-Series-2nd-AE-2024-25-Hindi,https://desagri.gov.in/wp-content/uploads/2025/03/Time-Series-2nd-AE-2024-25-Hindi.pdf,✅,pdfs
Time-Series-3rd-AE-2024-25-English.pdf,DAFW,PDF,Unknown,Time-Series-3rd-AE-2024-25-English,https://desagri.gov.in/wp-content/uploads/2025/05/Time-Series-3rd-AE-2024-25-English.pdf,✅,pdfs
Time-Series-3rd-AE-2024-25-Hindi.pdf,DAFW,PDF,Unknown,Time-Series-3rd-AE-2024-25-Hindi,https://desagri.gov.in/wp-content/uploads/2025/05/Time-Series-3rd-AE-2024-25-Hindi.pdf,✅,pdfs
Time-series-Production-Hindi.pdf,DAFW,PDF,Unknown,Time-series-Production-Hindi,https://desagri.gov.in/wp-content/uploads/2024/11/Time-series-Production-Hindi.pdf,✅,pdfs
Volume13Number1January-June2014.pdf,ICAR,PDF,Unknown,Volume13Number1January-June2014,https://icar.org.in/sites/default/files/2022-04/Volume13Number1January-June2014.pdf,✅,pdfs
Yg-Report-2.pdf,DAFW,PDF,Unknown,Yg-Report-2,https://desagri.gov.in/wp-content/uploads/2024/03/Yg-Report-2.pdf,✅ (cached),pdfs
कृषि-सांख्यिकी-एक-झलक-2023_Agricultural-Statistics-at-a-Glance-2023.pdf,DAFW,PDF,Unknown,कृषि-सांख्यिकी-एक-झलक-2023 Agricultural-Statistics,https://desagri.gov.in/wp-content/uploads/2025/01/कृषि-सांख्यिकी-एक-झलक-2023_Agricultural-Statistics-at-a-Glance-2023.pdf,✅,pdfs
वर्ष-2025-से-ए.एस.आई.-शिड्यूल-में-मासिक-से-त्रैमासिक-आधार-पर-बदलाव-Change-in-ASI-Schedule-from-monthly-to-quarterly-basis-from-2025-onwards-regarding.pdf,DAFW,PDF,Unknown,वर्ष-2025-से-ए,https://desagri.gov.in/wp-content/uploads/2025/02/वर्ष-2025-से-ए.एस.आई.-शिड्यूल-में-मासिक-से-त्रैमासिक-आधार-पर-बदलाव-Change-in-ASI-Schedule-from-monthly-to-quarterly-basis-from-2025-onwards-regarding.pdf,✅,pdfs
